Song ID,Song Title,Genre,Artist ID,Artist Name,Set,Path
1259,Rolling In The Green,Experimental,163,Nautical Almanac,test,1259.png
1270,Cocksuckerbastardmotherfucker,Rock,221,Necropolis,training,1270.png
1276,Richard Nixon Died Today,Experimental,222,Negativland,training,1276.png
1277,No Business,Experimental,222,Negativland,training,1277.png
1278,Downloading,Experimental,222,Negativland,training,1278.png
1417,Guns of Thunder,Rock,239,Pierced Arrows,training,1417.png
1427,I Feel Evils,Rock,240,Plastic Crimewave Sound,training,1427.png
1443,Time Fist,Experimental,242,Pocahaunted,training,1443.png
1482,Reindeer Dance,Electronic,249,Rainbro,training,1482.png
1510,Zombie,Experimental,253,Ric Royer &amp; G. Lucas Crane,training,1510.png
1544,Song of The Stations,Folk,259,Samara Lubelski,training,1544.png
1642,Hrz,Pop,269,So Cow,training,1642.png
1644,Outskirts,Pop,269,So Cow,training,1644.png
1649,Inis Meain,Pop,269,So Cow,training,1649.png
1661,Only Fools and Horses Theme,Pop,269,So Cow,training,1661.png
1663,So High,Pop,271,Softboiled Eggies,training,1663.png
1666,She Fell Through the Trees,Pop,271,Softboiled Eggies,training,1666.png
1673,Track 07,Experimental,272,Solemn Man,training,1673.png
1680,Bashraf Salama,International,1259,The Sounds of Taraab,training,1680.png
1681,Daka Kozi Manowe,International,1259,The Sounds of Taraab,training,1681.png
1682,Nie Zama Nie Sema,International,1259,The Sounds of Taraab,training,1682.png
1683,Mapenzi Matamu,International,1259,The Sounds of Taraab,training,1683.png
1684,Mahaba Wa Taka Nini,International,1259,The Sounds of Taraab,training,1684.png
1685,Eni Wana Damu,International,1259,The Sounds of Taraab,training,1685.png
1686,Rufiji,International,1259,The Sounds of Taraab,training,1686.png
1687,"Lala, Mpenzi Lala",International,1259,The Sounds of Taraab,training,1687.png
1688,Sishituki,International,1259,The Sounds of Taraab,training,1688.png
1689,Unalo,International,1259,The Sounds of Taraab,training,1689.png
1701,Clouds,Folk,278,Spires That in the Sunset Rise,training,1701.png
1702,Java Pop,Folk,278,Spires That in the Sunset Rise,training,1702.png
1703,Equus Haar,Folk,278,Spires That in the Sunset Rise,training,1703.png
1704,Morning Song,Folk,278,Spires That in the Sunset Rise,training,1704.png
1706,In the Pineys,Rock,279,Strapping Fieldhands,training,1706.png
1720,Harken Sunshine,Rock,281,Sun Araw,training,1720.png
1732,Black Jerusalem,Experimental,288,Teeth Mountain,training,1732.png
1733,Keinsein,Experimental,288,Teeth Mountain,training,1733.png
1735,Ghost Science,Experimental,288,Teeth Mountain,training,1735.png
1736,Soft Beast,Experimental,288,Teeth Mountain,training,1736.png
1883,I Do What I Do,Rock,304,The Yolks,training,1883.png
1891,Kids In Cars,Rock,305,Thee Oh Sees,training,1891.png
1893,Memories,Folk,306,Tommy Jay,training,1893.png
1924,Calling For You,Folk,312,The Twin Atlas,training,1924.png
1925,Happy At The Wheel,Folk,312,The Twin Atlas,training,1925.png
1929,Buzz Chant,Experimental,314,U.S. Girls,training,1929.png
1930,So Thereby...and furthermore...thus henceforth...Mono,Rock,315,Upsilon Acrux,training,1930.png
2012,The White Mice,Experimental,330,White Mice,training,2012.png
2096,title unknown,Experimental,150,Grouper,training,2096.png
2097,My Sweet Miasma,Folk,153,Hall Of Fame,training,2097.png
2099,....like bacon sundays,Pop,348,luc,training,2099.png
3263,A Date,Folk,390,Ai Aso,training,3263.png
3264,Tee Te Te,Folk,390,Ai Aso,training,3264.png
3265,Lavender,Folk,390,Ai Aso,training,3265.png
3266,Land,Folk,390,Ai Aso,training,3266.png
3270,Song for Obol,Folk,417,Arborea,training,3270.png
3271,Beirut,Folk,417,Arborea,training,3271.png
3272,Seadrift,Folk,417,Arborea,training,3272.png
3273,Redbird,Folk,417,Arborea,training,3273.png
3274,Forewarned,Folk,417,Arborea,training,3274.png
3492,On The Wings,Rock,575,Citay,training,3492.png
3532,Heaven Is Human,Pop,610,Cryptacize,training,3532.png
3533,New Spell,Pop,610,Cryptacize,training,3533.png
3534,Cosmic Sing-a-long,Pop,610,Cryptacize,training,3534.png
3535,No Coins,Pop,610,Cryptacize,training,3535.png
3537,We'll Never Dream Again,Pop,610,Cryptacize,training,3537.png
3538,Say You Will,Pop,610,Cryptacize,training,3538.png
3573,Piggled,Electronic,1647,Dan Deacon,training,3573.png
3598,Little Eyes,Folk,127,Ed Askew,training,3598.png
3624,Days of Summer,Rock,728,Fallen Leaves,test,3624.png
3707,Stable the Spuds,Folk,844,Gary Higgins,training,3707.png
3708,Thicker Than A Smokey,Folk,844,Gary Higgins,training,3708.png
3720,Walking on the Water,Rock,876,Indian Jewelry,training,3720.png
3721,Pow Wow,Rock,876,Indian Jewelry,training,3721.png
3722,Swans,Rock,876,Indian Jewelry,training,3722.png
3724,Temporary Famine Ship,Rock,876,Indian Jewelry,training,3724.png
3725,West Alabama,Rock,876,Indian Jewelry,training,3725.png
3761,Improv,Rock,921,Kinski,training,3761.png
3762,Snowy Parts of Scandinavia,Rock,921,Kinski,training,3762.png
3763,Shelley Winters Overdrive,Rock,921,Kinski,training,3763.png
3765,Waves of Second Guessing,Rock,921,Kinski,training,3765.png
3766,Rhode Island Freakout,Rock,921,Kinski,training,3766.png
3775,Cumbia Infierno,International,932,La Troba Kung-Fu,training,3775.png
3776,La Canco de Lladre,International,932,La Troba Kung-Fu,training,3776.png
3777,Volant,International,932,La Troba Kung-Fu,training,3777.png
3778,Calor Calor,International,932,La Troba Kung-Fu,training,3778.png
3779,Rock Rumba,International,932,La Troba Kung-Fu,training,3779.png
3832,Bedoin Song,Folk,1615,Lior,training,3832.png
3833,Track 01,Rock,190,Lightning Bolt,training,3833.png
3840,Track 08,Rock,190,Lightning Bolt,training,3840.png
3880,Crawling,Folk,826,Mary Halvorson and Jessica Pavone,training,3880.png
3895,Invitita and de Cingheri from Transylvania,International,1023,MetroFolk,training,3895.png
3896,Gypsy Csardas and Men's Dances from Kalotaszeg,International,1023,MetroFolk,training,3896.png
3904,Sometimes,Folk,559,Michael Chapman,training,3904.png
3905,Twisted Road,Folk,559,Michael Chapman,training,3905.png
3908,Caddo Lake,Folk,559,Michael Chapman,training,3908.png
3909,Dewbury Road / That Time of Night,Folk,559,Michael Chapman,training,3909.png
3910,Kodak Ghosts,Folk,559,Michael Chapman,training,3910.png
3911,Dust Devils,Folk,559,Michael Chapman,training,3911.png
3912,Fahey's Flag,Folk,559,Michael Chapman,training,3912.png
3913,Memhpis in Winter,Folk,559,Michael Chapman,training,3913.png
3920,Fragrant Rota,Folk,851,Michael Holt,training,3920.png
3921,Hiawatha's Lullaby,Folk,851,Michael Holt,training,3921.png
3950,Click Click Bang Bang,Rock,1037,Miss Derringer,training,3950.png
4013,Ravens,Folk,1070,Nalle,training,4013.png
4017,New Roots,Folk,1070,Nalle,training,4017.png
4022,Can't Tell No One,Rock,1072,Negative Approach,training,4022.png
4037,Oh! Mighty Engine,Folk,1622,Neil Halstead,training,4037.png
4066,Soleade,Folk,1374,Peter Walker,training,4066.png
4067,Por Rosa,Folk,1374,Peter Walker,training,4067.png
4068,Alegrias Variation,Folk,1374,Peter Walker,training,4068.png
4069,Tune on Karen Dalton's Guitar,Folk,1374,Peter Walker,training,4069.png
4070,Nuevos Ojos,International,1134,Pistolera,training,4070.png
4071,Mentirosas,International,1134,Pistolera,training,4071.png
4072,Tatuaje,International,1134,Pistolera,training,4072.png
4073,Policia,International,1134,Pistolera,training,4073.png
4074,Vieja,International,1134,Pistolera,training,4074.png
4075,Un Momento,International,1134,Pistolera,training,4075.png
4076,No te Olvidare,International,1134,Pistolera,training,4076.png
4077,Algo Pa que te Olvides,International,1134,Pistolera,training,4077.png
4078,No Suspires,International,1134,Pistolera,training,4078.png
4079,Extranjero,International,1134,Pistolera,training,4079.png
4080,Cazador,International,1134,Pistolera,training,4080.png
4091,1864,International,1140,Polka Madre,training,4091.png
4092,Nina Olga Vodka,International,1140,Polka Madre,training,4092.png
4093,Amsterdam,International,1140,Polka Madre,training,4093.png
4094,Vida Propia,International,1140,Polka Madre,training,4094.png
4095,Funeral Brahms,International,1140,Polka Madre,training,4095.png
4096,La Fin Du Monde,International,1140,Polka Madre,training,4096.png
4097,Clammy Hands,International,1140,Polka Madre,training,4097.png
4098,Russo Trap,International,1140,Polka Madre,training,4098.png
4099,Stalin's Head,International,1140,Polka Madre,training,4099.png
4100,Gitanas Mojadas,International,1140,Polka Madre,training,4100.png
4101,Karjalainen Tanssi,International,1140,Polka Madre,training,4101.png
4102,Herasinkuoleena,International,1140,Polka Madre,training,4102.png
4103,Circo Del Siglo,International,1140,Polka Madre,training,4103.png
4108,New Wave Hippies,Rock,1152,Psychedelic Horseshit,test,4108.png
4232,Bowmazan Ya Mahaba  Bi Kidude song ,International,1259,The Sounds of Taraab,training,4232.png
4235,Kanilemaza  Ikhwani Safaa,International,1259,The Sounds of Taraab,training,4235.png
4236,Enyi Wana Damu  Sharmila and Black Star Orchestra,International,1259,The Sounds of Taraab,training,4236.png
4239,Shishituki,International,1259,The Sounds of Taraab,training,4239.png
4450,Adventures of Castle One,Folk,1344,Twi the Humble Feather,training,4450.png
4507,Mon Amant de St. Jean,International,1423,Yan Yalego,training,4507.png
4508,Five Foot Two,International,1423,Yan Yalego,training,4508.png
4509,Haricots,International,1423,Yan Yalego,training,4509.png
4510,no title,International,1423,Yan Yalego,training,4510.png
4511,Petit 'n Mwen,International,1423,Yan Yalego,training,4511.png
4519,Golden,Electronic,846,High Places,training,4519.png
4520,From Stardust to Sentience,Electronic,846,High Places,training,4520.png
4521,Namer,Electronic,846,High Places,training,4521.png
4522,Oceanus,Electronic,846,High Places,training,4522.png
4682,Asylum (Permanent Underclass),Hip-Hop,618,Dälek,training,4682.png
4684,Eyes to Form Shadows,Hip-Hop,618,Dälek,training,4684.png
4685,Ever Somber,Hip-Hop,618,Dälek,training,4685.png
4688,Culture for Dollars,Hip-Hop,618,Dälek,training,4688.png
4777,Firecracker,Rock,823,Half Japanese,training,4777.png
4778,Too Much Fun,Rock,823,Half Japanese,training,4778.png
4779,Secret Admirer,Rock,823,Half Japanese,training,4779.png
4780,Too Much Adrenaline,Rock,823,Half Japanese,training,4780.png
4781,No Big Deal,Rock,823,Half Japanese,training,4781.png
4782,Thing With a Hook,Rock,823,Half Japanese,training,4782.png
4784,Rosemary's Baby,Rock,823,Half Japanese,training,4784.png
4785,I Know How It Feels...Bad,Rock,823,Half Japanese,training,4785.png
4786,"1,000,000 Kisses",Rock,823,Half Japanese,training,4786.png
4787,Nicole Told Me,Rock,823,Half Japanese,training,4787.png
4788,Fire To Burn,Rock,823,Half Japanese,training,4788.png
4799,I've Got a Love,Rock,834,Harvey Milk,training,4799.png
4835,Steak,Rock,1119,Peelander-Z,training,4835.png
4836,Panda Punk Tongue,Rock,1119,Peelander-Z,training,4836.png
4838,Punk Rock,Rock,1119,Peelander-Z,training,4838.png
4846,Bistoon,International,911,Mamak Khadem,training,4846.png
4848,(introduction),International,911,Mamak Khadem,training,4848.png
4849,Avareh,International,911,Mamak Khadem,training,4849.png
5006,"So Long, Silver Lining",Rock,1075,New Bomb Turks,training,5006.png
5156,Circles,Folk,1625,Peter Biedermann,training,5156.png
5157,Copenhagen,Folk,1625,Peter Biedermann,training,5157.png
5158,Running,Folk,1625,Peter Biedermann,training,5158.png
5159,Christiania,Folk,1625,Peter Biedermann,training,5159.png
5169,The Uncommon Man,Folk,1625,Peter Biedermann,training,5169.png
5170,Labyrinth,Folk,1625,Peter Biedermann,training,5170.png
5171,Cover Up,Folk,1625,Peter Biedermann,training,5171.png
5191,Say What You Feel,Pop,334,caUSE co-MOTION,training,5191.png
5264,Classical Homicide,Hip-Hop,618,Dälek,training,5264.png
5268,3 Rocks Blessed,Hip-Hop,618,Dälek,training,5268.png
5376,The Clouds,Folk,826,Mary Halvorson and Jessica Pavone,training,5376.png
5381,Hartford,Folk,826,Mary Halvorson and Jessica Pavone,training,5381.png
5521,alone now,Experimental,1764,The Apartment,training,5521.png
5879,Rock and Tree,Folk,308,Bob Wiseman,training,5879.png
5936,Traveling,Folk,1796,Susanna,training,5936.png
5940,When It Rains,Folk,1797,Howard Fishman,training,5940.png
6329,Krivo Kopanitsa Horo,International,1832,Sheqer,training,6329.png
6331,track 1,International,1834,Kavala Brass Band,training,6331.png
6332,Taso's Hasapiko,International,1835,Raya Brass Band,training,6332.png
6333,track 01,International,1836,Scott Wilson & Efendi,training,6333.png
6342,Doulab Nahawand Murassaa,International,1837,Zikrayat,training,6342.png
6354,Daka Koz,International,1259,The Sounds of Taraab,training,6354.png
6357,Zaharoula,International,1835,Raya Brass Band,training,6357.png
6358,track 2,International,1834,Kavala Brass Band,training,6358.png
6360,Sabah Sabah Seyredelim Yaliyi,International,1839,Orkestra Keyif,training,6360.png
6363,track 02,International,1836,Scott Wilson & Efendi,training,6363.png
6366,Taheya,International,1837,Zikrayat,training,6366.png
6367,"Manowe, Mahaba Wa Takanini, Mapenz",International,1259,The Sounds of Taraab,training,6367.png
6368,track 3,International,1834,Kavala Brass Band,training,6368.png
6370,Leventikos,International,1835,Raya Brass Band,training,6370.png
6372,track 03,International,1836,Scott Wilson & Efendi,training,6372.png
6373,Semseyemin Ucu Kare with Oud Solo by Haig Manoukian,International,1839,Orkestra Keyif,training,6373.png
6376,track 4,International,1834,Kavala Brass Band,training,6376.png
6379,Matamu Choz,International,1259,The Sounds of Taraab,training,6379.png
6380,track 04,International,1836,Scott Wilson & Efendi,training,6380.png
6381,Kateva Lenko,International,1835,Raya Brass Band,training,6381.png
6382,Svadbeni Cocek,International,1832,Sheqer,training,6382.png
6383,Telegrafin Tellerine,International,1839,Orkestra Keyif,training,6383.png
6385,track 05,International,1836,Scott Wilson & Efendi,training,6385.png
6387,Karsilamas Hrysodaktili,International,1835,Raya Brass Band,training,6387.png
6389,Kwala Ulala Huez,International,1259,The Sounds of Taraab,training,6389.png
6390,track 5,International,1834,Kavala Brass Band,training,6390.png
6393,Rumor,International,1837,Zikrayat,training,6393.png
6394,Bufchansko,International,1832,Sheqer,training,6394.png
6396,Sarki,International,1832,Sheqer,training,6396.png
6406,The Hungry Stones,Folk,1061,MV + EE,training,6406.png
6407,Huna Cosm,Folk,1061,MV + EE,training,6407.png
6439,Crossover,Hip-Hop,706,EPMD,training,6439.png
6440,Rampage,Hip-Hop,706,EPMD,training,6440.png
6442,Richter Scale,Hip-Hop,706,EPMD,training,6442.png
6443,Music,Hip-Hop,706,EPMD,training,6443.png
6448,Please Listen To My Demo,Hip-Hop,706,EPMD,training,6448.png
6459,Ma Alli Wu Ultillu,International,1837,Zikrayat,training,6459.png
6461,Florida Rain,Folk,458,Matt Bauer,training,6461.png
6463,Are You the One?,Folk,458,Matt Bauer,training,6463.png
6467,As She Came Out of  the Water,Folk,458,Matt Bauer,training,6467.png
6469,Derya'da Deryaliklar,International,1839,Orkestra Keyif,training,6469.png
6517,Stars,Rock,1844,Sakura Madams,training,6517.png
6519,Somebody To Love,Rock,1844,Sakura Madams,training,6519.png
6603,The Woods,Hip-Hop,1882,Height With Friends,training,6603.png
6605,Bad Weather,Hip-Hop,1882,Height With Friends,training,6605.png
6606,Smash Your Eyes,Hip-Hop,1882,Height With Friends,training,6606.png
6607,The World,Hip-Hop,1882,Height With Friends,training,6607.png
6608,Cavalcade Lagoons,Hip-Hop,1882,Height With Friends,training,6608.png
6609,2009,Hip-Hop,1882,Height With Friends,training,6609.png
6610,Clack Struck Twelve,Hip-Hop,1882,Height With Friends,training,6610.png
6611,Escape Tune,Hip-Hop,1882,Height With Friends,training,6611.png
6674,Introduction: (Re)percussions,Experimental,1771,Jarrod Fowler,training,6674.png
6675,The End of Senseless Beating,Experimental,1771,Jarrod Fowler,training,6675.png
6677,Index,Experimental,1771,Jarrod Fowler,training,6677.png
6679,Different Strokes for Different Folks,Experimental,1771,Jarrod Fowler,training,6679.png
6680,Sound of the City:  A Musician is Being Beaten,Experimental,1771,Jarrod Fowler,training,6680.png
6684,Preface,Experimental,1771,Jarrod Fowler,training,6684.png
6762,Western States,Folk,458,Matt Bauer,training,6762.png
6776,Abflussbestattung / Verrat Am Metal,Rock,889,Japanische Kampfhorspiele,training,6776.png
6778,Dresscode,Rock,889,Japanische Kampfhorspiele,training,6778.png
6779,Castle By the Sea,Folk,1346,Cath and Phil Tyler,training,6779.png
6782,Sunshine,Folk,1346,Cath and Phil Tyler,training,6782.png
6783,Fisherman's Girl,Folk,1346,Cath and Phil Tyler,training,6783.png
6788,Tokugiri Star,Rock,1119,Peelander-Z,training,6788.png
6802,Spanish Civil War Tribute,International,1729,Watcha Clan,training,6802.png
6803,Balkan Qoulou,International,1729,Watcha Clan,training,6803.png
6854,Lost in Your,Folk,1615,Lior,training,6854.png
6855,This Old Love,Folk,1615,Lior,training,6855.png
6856,Autumn Flow,Folk,1615,Lior,training,6856.png
6857,Drone Trailer,Folk,16207,MV + EE and Willie Lane,training,6857.png
7011,in sleepy electricity,Electronic,1907,junior85,training,7011.png
7373,heartbreaker,Experimental,10,Lucky Dragons,test,7373.png
7374,new homes,Experimental,10,Lucky Dragons,test,7374.png
7375,cherchez le dragon,Experimental,10,Lucky Dragons,test,7375.png
7376,about peter,Experimental,10,Lucky Dragons,test,7376.png
7377,with new trees,Experimental,10,Lucky Dragons,test,7377.png
7378,resurrect dead on planet jupiter,Experimental,10,Lucky Dragons,test,7378.png
7379,it's hard to fall asleep,Experimental,10,Lucky Dragons,test,7379.png
7381,i'd play at the rotunda,Experimental,10,Lucky Dragons,test,7381.png
7383,i hear horrible music,Experimental,10,Lucky Dragons,test,7383.png
7385,my imaginary scary home,Experimental,10,Lucky Dragons,test,7385.png
7386,its hard to wake up,Experimental,10,Lucky Dragons,test,7386.png
7388,girlworld (3 in a bed mix),Experimental,10,Lucky Dragons,test,7388.png
7391,all these wires between us,Experimental,10,Lucky Dragons,test,7391.png
7393,leaving things as they are,Experimental,10,Lucky Dragons,test,7393.png
7481,Seeing You Out,Hip-Hop,1953,BrokeMC,training,7481.png
7482,Seeing Things Intro,Hip-Hop,1953,BrokeMC,training,7482.png
7483,Doom Days,Hip-Hop,1953,BrokeMC,training,7483.png
7487,The Robot's Heel,Hip-Hop,1953,BrokeMC,training,7487.png
7488,The Discovery,Hip-Hop,1953,BrokeMC,training,7488.png
7489,Too Much to deal with,Hip-Hop,1953,BrokeMC,training,7489.png
7490,Follow That,Hip-Hop,1953,BrokeMC,training,7490.png
7491,broke Pimpin,Hip-Hop,1953,BrokeMC,training,7491.png
7492,In the Dark,Hip-Hop,1953,BrokeMC,training,7492.png
7495,Soft South Africans,Rock,853,Homosexuals,training,7495.png
7526,Easy on the Eyes,Pop,1939,Monk Turner,training,7526.png
7527,With You,Pop,1939,Monk Turner,training,7527.png
7528,Game,Pop,1939,Monk Turner,training,7528.png
7529,Seeking,Pop,1939,Monk Turner,training,7529.png
7548,First Movement,Experimental,1433,Z'EV,training,7548.png
7554,Seventh Movement,Experimental,1433,Z'EV,training,7554.png
7709,Deep At Sea,Folk,1331,Mia Doi Todd,training,7709.png
7710,What If We Do,Folk,1331,Mia Doi Todd,training,7710.png
7711,The Way,Folk,1331,Mia Doi Todd,training,7711.png
7712,My Room Is White,Folk,1331,Mia Doi Todd,training,7712.png
7713,I gave you my home,Folk,1331,Mia Doi Todd,training,7713.png
7872,Saved,Rock,1710,Boss Hog,training,7872.png
8056,Get It While You Can,Rock,651,The Dirtbombs,training,8056.png
8208,Rocket USA,Rock,2252,Alan Vega & Oneida,training,8208.png
8256,Sugar In My Coffin,Folk,698,Curtis Eller,training,8256.png
8259,Always Sugar for the Horses,Folk,698,Curtis Eller,training,8259.png
8261,Black Diamond,Folk,698,Curtis Eller,training,8261.png
8345,Walter,Experimental,39,Walter,training,8345.png
8357,Promocja Belkot radio commercial,Experimental,2,Free Matter for the Blind,training,8357.png
8363,"Outside of fashion boutique, Xian, China",Experimental,2,Free Matter for the Blind,training,8363.png
8372,variations on Foreigners,Experimental,120,Dirty White Boy,training,8372.png
8416,Track 33,Experimental,50,Taal,training,8416.png
9152,1991,Experimental,2247,dj smallcock,training,9152.png
9155,Tossypot,Experimental,2244,Peeled Hearts Paste,test,9155.png
9307,Racing Past the Zenith,Experimental,2214,Kitty Kadoogal,training,9307.png
9476,Plight Of The Bumblebee,Experimental,2243,A Kombi,training,9476.png
9477,Colour Me Your Colour,Experimental,2240,Justice Yeldham,training,9477.png
9491,Rape Me,Rock,2249,Toxic Lipstick,training,9491.png
9505,168 Toronto 260305,Experimental,2240,Justice Yeldham,training,9505.png
9511,Message From the Law,Rock,1222,Sic Alps,training,9511.png
9512,Eywat Setenafegagn,International,2254,Getatchew Mekuria &amp; The Ex &amp; Guests,training,9512.png
9513,Cold Water,Rock,1097,Old Time Relijun,training,9513.png
9550,Slippershell,Rock,1917,Kristin Hersh,training,9550.png
9553,Morning Birds,Rock,1917,Kristin Hersh,training,9553.png
9555,Krait,Rock,1917,Kristin Hersh,training,9555.png
9557,Moan,Rock,1917,Kristin Hersh,training,9557.png
9559,Mississippi Kite,Rock,1917,Kristin Hersh,training,9559.png
9560,Fortune,Rock,1917,Kristin Hersh,training,9560.png
9678,Riboflavin Horror,Experimental,2268,Volvox,training,9678.png
9721,Track 01,Experimental,2240,Justice Yeldham,training,9721.png
9846,Computer Music/Post-Fordism,Experimental,2308,Mattin,training,9846.png
9887,All I Ever Wanted,Folk,2312,Meg Baird,training,9887.png
9888,Cross,Folk,2313,James Blackshaw,training,9888.png
9918,Scorpion Whip,Experimental,1232,Sissy Spacek,training,9918.png
9962,Amour,Rock,15690,Avec Noir,training,9962.png
10186,Love To C You Dance (Premixed),International,2419,Dubyouth Soundsystem,training,10186.png
10192,Fucking Exotic Bitches,Hip-Hop,2430,The Professional Savage,training,10192.png
10250,Tree Symphony,Instrumental,42,JayDee,test,10250.png
10374,Into the Fog,Experimental,2491,Sodadosa,training,10374.png
10375,Torturing Mantra,Experimental,2491,Sodadosa,training,10375.png
10376,Low Nightmare,Experimental,2491,Sodadosa,training,10376.png
10377,Abandoned,Experimental,2491,Sodadosa,training,10377.png
10381,Baron in the Trees,Folk,77,Big Blood,test,10381.png
10382,New Dish Rag,Folk,77,Big Blood,test,10382.png
10383,Graceless Lady,Folk,77,Big Blood,test,10383.png
10384,Blood Mumble,Folk,77,Big Blood,test,10384.png
10385,Curee,Folk,77,Big Blood,test,10385.png
10386,The Birds &amp; The Herds,Folk,77,Big Blood,test,10386.png
10387,Tease it Like a Cop,Folk,77,Big Blood,test,10387.png
10388,Night Lighter,Folk,77,Big Blood,test,10388.png
10389,Terrapin (oh! syd),Folk,77,Big Blood,test,10389.png
10435,Paku Paku,Experimental,2532,Funky Terrorist,training,10435.png
10438,Little Lepers,Folk,77,Big Blood,test,10438.png
10439,In The Light Of The Moon,Folk,77,Big Blood,test,10439.png
10440,No Gravity Blues,Folk,77,Big Blood,test,10440.png
10441,In The Shade,Folk,77,Big Blood,test,10441.png
